map_id	positions	path	name	dungeons
213	4	map/Mirkwood/213.map	PVP无名	dungeon=3(ownership)
214	4	map/Mirkwood/214.map	PVP无名	dungeon=3(ownership)
215	4	map/Mirkwood/215.map	PVP无名	dungeon=3(ownership)
216	4	map/Mirkwood/216.map	PVP无名	dungeon=3(ownership)
217	4	map/Mirkwood/218.map	PVP无名	dungeon=3(ownership)
218	4	map/Mirkwood/219.map	PVP无名	dungeon=3(ownership)
219	4	map/Mirkwood/221.map	PVP无名	dungeon=3(ownership)
220	4	map/Mirkwood/222.map	PVP无名	dungeon=3(ownership)
221	4	map/Mirkwood/b201.map	PVP无名	dungeon=3(ownership)
222	4	map/Mirkwood/b202.map	PVP无名	dungeon=3(ownership)
223	4	map/Mirkwood/s203.map	PVP无名	dungeon=3(ownership)
224	4	map/Mirkwood/s204.map	PVP无名	dungeon=3(ownership)
225	4	map/Mirkwood/e201.map	PVP无名	dungeon=3(ownership)
226	4	map/Mirkwood/e202.map	PVP无名	dungeon=3(ownership)
227	4	map/Mirkwood/e203.map	PVP无名	dungeon=3(ownership)
228	4	map/Mirkwood/e204.map	PVP无名	dungeon=3(ownership)
229	4	map/Mirkwood/n201.map	PVP无名	dungeon=3(ownership)
230	4	map/Mirkwood/n202.map	PVP无名	dungeon=3(ownership)
231	4	map/Mirkwood/n203.map	PVP无名	dungeon=3(ownership)
232	4	map/Mirkwood/n204.map	PVP无名	dungeon=3(ownership)
233	4	map/Mirkwood/n205.map	PVP无名	dungeon=3(ownership)
234	4	map/Mirkwood/n206.map	PVP无名	dungeon=3(ownership)
235	4	map/Mirkwood/n207.map	PVP无名	dungeon=3(ownership)
236	4	map/Mirkwood/n208.map	PVP无名	dungeon=3(ownership)
237	4	map/Mirkwood/n209.map	PVP无名	dungeon=3(ownership)
238	4	map/Mirkwood/h201.map	PVP无名	dungeon=3(ownership)
239	4	map/Mirkwood/b203.map	PVP无名	dungeon=3(ownership)
240	4	map/Mirkwood/b204.map	PVP无名	dungeon=3(ownership)
401	4	map/MirkwoodDeep/s401.map	PVP无名	dungeon=4(ownership)
402	4	map/MirkwoodDeep/402.map	PVP无名	dungeon=4(ownership)
403	4	map/MirkwoodDeep/403.map	PVP无名	dungeon=4 maze=0 (1,3) spec:map; dungeon=4(ownership)
404	4	map/MirkwoodDeep/s404.map	PVP无名	dungeon=4(ownership)
405	4	map/MirkwoodDeep/405.map	PVP无名	dungeon=4 maze=0 (0,2) spec:map; dungeon=4(ownership)
406	4	map/MirkwoodDeep/406.map	PVP无名	dungeon=4 maze=0 (1,3) spec:map; dungeon=4(ownership)
407	4	map/MirkwoodDeep/407.map	PVP无名	dungeon=4 maze=0 (1,2) spec:map; dungeon=4(ownership)
408	4	map/MirkwoodDeep/408.map	PVP无名	dungeon=4 maze=0 (2,2) spec:map; dungeon=4(ownership)
409	4	map/MirkwoodDeep/409.map	PVP无名	dungeon=4 maze=0 (0,1) spec:map; dungeon=4(ownership)
410	4	map/MirkwoodDeep/410.map	PVP无名	dungeon=4(ownership)
411	4	map/MirkwoodDeep/411.map	PVP无名	dungeon=4 maze=0 (1,1) spec:map; dungeon=4(ownership)
412	4	map/MirkwoodDeep/412.map	PVP无名	dungeon=4 maze=0 (2,1) spec:map; dungeon=4(ownership)
413	4	map/MirkwoodDeep/413.map	PVP无名	dungeon=4 maze=0 (0,0) spec:map; dungeon=4 maze=0 (1,0) spec:map; dungeon=4(ownership)
414	4	map/MirkwoodDeep/414.map	PVP无名	dungeon=4 maze=0 (2,1) spec:map; dungeon=4(ownership)
415	4	map/MirkwoodDeep/415.map	PVP无名	dungeon=4 maze=0 (0,0) spec:map; dungeon=4 maze=0 (1,0) spec:map; dungeon=4(ownership)
416	4	map/MirkwoodDeep/416.map	PVP无名	dungeon=4 maze=0 (2,0) spec:map; dungeon=4(ownership)
417	4	map/MirkwoodDeep/417.map	PVP无名	dungeon=4 maze=0 (0,1) spec:map; dungeon=4(ownership)
418	4	map/MirkwoodDeep/418.map	PVP无名	dungeon=4 maze=0 (0,2) spec:map; dungeon=4(ownership)
419	4	map/MirkwoodDeep/419.map	PVP无名	dungeon=4 maze=0 (2,2) spec:map; dungeon=4(ownership)
420	4	map/MirkwoodDeep/420.map	PVP无名	dungeon=4 maze=0 (1,2) spec:map; dungeon=4(ownership)
421	4	map/MirkwoodDeep/421.map	PVP无名	dungeon=4(ownership)
422	4	map/MirkwoodDeep/422.map	PVP无名	dungeon=4(ownership)
423	4	map/MirkwoodDeep/423.map	PVP无名	dungeon=4(ownership)
424	4	map/MirkwoodDeep/424.map	PVP无名	dungeon=4 maze=0 (1,1) spec:map; dungeon=4(ownership)
425	4	map/MirkwoodDeep/425.map	PVP无名	dungeon=4 maze=0 (1,1) spec:map; dungeon=4(ownership)
426	4	map/MirkwoodDeep/426.map	PVP无名	dungeon=4(ownership)
427	4	map/MirkwoodDeep/b413.map	PVP无名	dungeon=4(ownership)
428	4	map/MirkwoodDeep/b416.map	PVP无名	dungeon=4(ownership)
429	4	map/MirkwoodDeep/s407(4,0).map	PVP无名	dungeon=4(ownership)
430	4	map/MirkwoodDeep/s419(0,3).map	PVP无名	dungeon=4(ownership)
431	4	map/MirkwoodDeep/s425(4,3).map	PVP无名	dungeon=4(ownership)
432	4	map/MirkwoodDeep/e403(1,0).map	PVP无名	dungeon=4(ownership)
433	4	map/MirkwoodDeep/e409(3,0).map	PVP无名	dungeon=4(ownership)
434	4	map/MirkwoodDeep/e421(1,3).map	PVP无名	dungeon=4(ownership)
435	4	map/MirkwoodDeep/e427(3,3).map	PVP无名	dungeon=4(ownership)
436	4	map/MirkwoodDeep/n404(1,0).map	PVP无名	dungeon=4(ownership)
437	4	map/MirkwoodDeep/n405(1,1).map	PVP无名	dungeon=4(ownership)
438	4	map/MirkwoodDeep/n406(1,1).map	PVP无名	dungeon=4(ownership)
439	4	map/MirkwoodDeep/n410(3,0).map	PVP无名	dungeon=4(ownership)
440	4	map/MirkwoodDeep/n411(2,0).map	PVP无名	dungeon=4(ownership)
441	4	map/MirkwoodDeep/n412(2,0).map	PVP无名	dungeon=4(ownership)
442	4	map/MirkwoodDeep/n413(2,1).map	PVP无名	dungeon=4(ownership)
443	4	map/MirkwoodDeep/n414(2,1).map	PVP无名	dungeon=4(ownership)
444	4	map/MirkwoodDeep/n415(2,1).map	PVP无名	dungeon=4(ownership)
445	4	map/MirkwoodDeep/n422(1,3).map	PVP无名	dungeon=4(ownership)
446	4	map/MirkwoodDeep/n423(2,3).map	PVP无名	dungeon=4(ownership)
447	5	map/MirkwoodDeep/n424(2,3).map	PVP无名	dungeon=4(ownership)
448	4	map/MirkwoodDeep/n428(3,3).map	PVP无名	dungeon=4(ownership)
449	4	map/MirkwoodDeep/n429(3,2).map	PVP无名	dungeon=4(ownership)
450	4	map/MirkwoodDeep/n430(3,2).map	PVP无名	dungeon=4(ownership)
451	4	map/MirkwoodDeep/n431(2,2).map	PVP无名	dungeon=4(ownership)
452	4	map/MirkwoodDeep/n432(2,2).map	PVP无名	dungeon=4(ownership)
453	4	map/MirkwoodDeep/n433(2,2).map	PVP无名	dungeon=4(ownership)
454	4	map/MirkwoodDeep/h402(0,0).map	PVP无名	dungeon=4(ownership)
455	4	map/MirkwoodDeep/h408(4,0).map	PVP无名	dungeon=4(ownership)
456	4	map/MirkwoodDeep/h416(3,1).map	PVP无名	dungeon=4(ownership)
457	4	map/MirkwoodDeep/h418(4,1).map	PVP无名	dungeon=4(ownership)
458	4	map/MirkwoodDeep/h420(0,3).map	PVP无名	dungeon=4(ownership)
459	4	map/MirkwoodDeep/h426(4,3).map	PVP无名	dungeon=4(ownership)
460	4	map/MirkwoodDeep/h434(1,2).map	PVP无名	dungeon=4(ownership)
461	4	map/MirkwoodDeep/h436(0,2).map	PVP无名	dungeon=4(ownership)
462	4	map/MirkwoodDeep/b417(4,1).map	PVP无名	dungeon=4(ownership)
463	4	map/MirkwoodDeep/b435(0,2).map	PVP无名	dungeon=4(ownership)
601	4	map/Sunderland/s601.map	PVP无名	dungeon=5(ownership)
602	4	map/Sunderland/s602.map	PVP无名	dungeon=5(ownership)
603	4	map/Sunderland/e601.map	PVP无名	dungeon=5(ownership)
604	4	map/Sunderland/e602.map	PVP无名	dungeon=5(ownership)
605	4	map/Sunderland/e603.map	PVP无名	dungeon=5(ownership)
606	4	map/Sunderland/e604.map	PVP无名	dungeon=5(ownership)
607	4	map/Sunderland/n601.map	PVP无名	dungeon=5(ownership)
608	4	map/Sunderland/n602.map	PVP无名	dungeon=5(ownership)
609	4	map/Sunderland/n603.map	PVP无名	dungeon=5(ownership)
610	4	map/Sunderland/n604.map	PVP无名	dungeon=5(ownership)
611	4	map/Sunderland/n605.map	PVP无名	dungeon=5(ownership)
612	4	map/Sunderland/h601.map	PVP无名	dungeon=5(ownership)
613	4	map/Sunderland/h602.map	PVP无名	dungeon=5(ownership)
614	4	map/Sunderland/h603.map	PVP无名	dungeon=5(ownership)
615	4	map/Sunderland/h604.map	PVP无名	dungeon=5(ownership)
616	4	map/Sunderland/h605.map	PVP无名	dungeon=5(ownership)
617	4	map/Sunderland/h606.map	PVP无名	dungeon=5(ownership)
618	4	map/Sunderland/b601.map	PVP无名	dungeon=5(ownership)
619	4	map/Sunderland/b602.map	PVP无名	dungeon=5(ownership)
620	4	map/Sunderland/s605.map	PVP无名	dungeon=5(ownership)
621	4	map/Sunderland/n625.map	PVP无名	dungeon=5(ownership)
622	4	map/Sunderland/e607.map	PVP无名	dungeon=5(ownership)
623	4	map/Sunderland/n621.map	PVP无名	dungeon=5(ownership)
624	4	map/Sunderland/n622.map	PVP无名	dungeon=5(ownership)
625	4	map/Sunderland/h609.map	PVP无名	dungeon=5(ownership)
626	4	map/Sunderland/n623.map	PVP无名	dungeon=5(ownership)
627	4	map/Sunderland/e608.map	PVP无名	dungeon=5(ownership)
628	4	map/Sunderland/h610.map	PVP无名	dungeon=5(ownership)
629	4	map/Sunderland/s607.map	PVP无名	dungeon=5(ownership)
630	4	map/Sunderland/n626.map	PVP无名	dungeon=5(ownership)
631	4	map/Sunderland/n624.map	PVP无名	dungeon=5(ownership)
632	4	map/Sunderland/e609.map	PVP无名	dungeon=5(ownership)
633	4	map/Sunderland/h611.map	PVP无名	dungeon=5(ownership)
634	4	map/Sunderland/h612.map	PVP无名	dungeon=5(ownership)
635	4	map/Sunderland/h613.map	PVP无名	dungeon=5(ownership)
636	4	map/Sunderland/b607.map	PVP无名	dungeon=5(ownership)
637	4	map/Sunderland/b608.map	PVP无名	dungeon=5(ownership)
638	4	map/Sunderland/h614.map	PVP无名	dungeon=5(ownership)
801	4	map/SunderlandPoison/s801.map	PVP无名	dungeon=6(ownership)
802	4	map/SunderlandPoison/802.map	PVP无名	dungeon=6(ownership)
803	4	map/SunderlandPoison/803.map	PVP无名	dungeon=6(ownership)
804	4	map/SunderlandPoison/804.map	PVP无名	dungeon=6(ownership)
805	4	map/SunderlandPoison/805.map	PVP无名	dungeon=6(ownership)
806	4	map/SunderlandPoison/s806.map	PVP无名	dungeon=6(ownership)
807	4	map/SunderlandPoison/807.map	PVP无名	dungeon=6(ownership)
808	4	map/SunderlandPoison/808.map	PVP无名	dungeon=6(ownership)
809	4	map/SunderlandPoison/809.map	PVP无名	dungeon=6(ownership)
810	4	map/SunderlandPoison/810.map	PVP无名	dungeon=6(ownership)
811	4	map/SunderlandPoison/811.map	PVP无名	dungeon=6(ownership)
812	4	map/SunderlandPoison/812.map	PVP无名	dungeon=6(ownership)
813	4	map/SunderlandPoison/b801.map	PVP无名	dungeon=6(ownership)
814	4	map/SunderlandPoison/s814.map	PVP无名	dungeon=6(ownership)
815	4	map/SunderlandPoison/815.map	PVP无名	dungeon=6(ownership)
816	4	map/SunderlandPoison/816.map	PVP无名	dungeon=6(ownership)
817	4	map/SunderlandPoison/817.map	PVP无名	dungeon=6(ownership)
818	4	map/SunderlandPoison/s818.map	PVP无名	dungeon=6(ownership)
819	4	map/SunderlandPoison/819.map	PVP无名	dungeon=6(ownership)
820	4	map/SunderlandPoison/820.map	PVP无名	dungeon=6(ownership)
821	4	map/SunderlandPoison/821.map	PVP无名	dungeon=6(ownership)
822	4	map/SunderlandPoison/822.map	PVP无名	dungeon=6(ownership)
823	4	map/SunderlandPoison/823.map	PVP无名	dungeon=6(ownership)
824	4	map/SunderlandPoison/b802.map	PVP无名	dungeon=6(ownership)
825	4	map/SunderlandPoison/825.map	PVP无名	dungeon=6(ownership)
826	4	map/SunderlandPoison/826.map	PVP无名	dungeon=6(ownership)
827	4	map/SunderlandPoison/827.map	PVP无名	dungeon=6(ownership)
828	4	map/SunderlandPoison/828.map	PVP无名	dungeon=6(ownership)
829	4	map/SunderlandPoison/829.map	PVP无名	dungeon=6(ownership)
830	4	map/SunderlandPoison/830.map	PVP无名	dungeon=6(ownership)
831	4	map/SunderlandPoison/831.map	PVP无名	dungeon=6(ownership)
832	4	map/SunderlandPoison/832.map	PVP无名	dungeon=6(ownership)
833	4	map/SunderlandPoison/833.map	PVP无名	dungeon=6(ownership)
834	4	map/SunderlandPoison/834.map	PVP无名	dungeon=6(ownership)
835	4	map/SunderlandPoison/835.map	PVP无名	dungeon=6(ownership)
836	4	map/SunderlandPoison/836.map	PVP无名	dungeon=6(ownership)
837	4	map/SunderlandPoison/837.map	PVP无名	dungeon=6(ownership)
838	4	map/SunderlandPoison/838.map	PVP无名	dungeon=6(ownership)
839	4	map/SunderlandPoison/839.map	PVP无名	dungeon=6(ownership)
840	4	map/SunderlandPoison/840.map	PVP无名	dungeon=6(ownership)
841	4	map/SunderlandPoison/841.map	PVP无名	dungeon=6(ownership)
842	4	map/SunderlandPoison/842.map	PVP无名	dungeon=6(ownership)
843	4	map/SunderlandPoison/843.map	PVP无名	dungeon=6(ownership)
844	4	map/SunderlandPoison/844.map	PVP无名	dungeon=6(ownership)
845	4	map/SunderlandPoison/845.map	PVP无名	dungeon=6(ownership)
846	4	map/SunderlandPoison/846.map	PVP无名	dungeon=6(ownership)
847	4	map/SunderlandPoison/847.map	PVP无名	dungeon=6(ownership)
848	4	map/SunderlandPoison/848.map	PVP无名	dungeon=6(ownership)
849	4	map/SunderlandPoison/s801(1,0).map	PVP无名	dungeon=6(ownership)
850	4	map/SunderlandPoison/s815(0,2).map	PVP无名	dungeon=6(ownership)
851	4	map/SunderlandPoison/e803(2,0).map	PVP无名	dungeon=6(ownership)
852	4	map/SunderlandPoison/e817(1,2).map	PVP无名	dungeon=6(ownership)
853	4	map/SunderlandPoison/n802(1,0).map	PVP无名	dungeon=6(ownership)
854	4	map/SunderlandPoison/n804(2,0).map	PVP无名	dungeon=6(ownership)
855	4	map/SunderlandPoison/n805(3,0).map	PVP无名	dungeon=6(ownership)
856	4	map/SunderlandPoison/n806(3,0).map	PVP无名	dungeon=6(ownership)
857	4	map/SunderlandPoison/n807(3,1).map	PVP无名	dungeon=6(ownership)
858	4	map/SunderlandPoison/n808(3,1).map	PVP无名	dungeon=6(ownership)
859	4	map/SunderlandPoison/n809(2,1).map	PVP无名	dungeon=6(ownership)
860	4	map/SunderlandPoison/n816(0,2).map	PVP无名	dungeon=6(ownership)
861	4	map/SunderlandPoison/n818(1,2).map	PVP无名	dungeon=6(ownership)
862	4	map/SunderlandPoison/n819(1,3).map	PVP无名	dungeon=6(ownership)
863	4	map/SunderlandPoison/n820(1,3).map	PVP无名	dungeon=6(ownership)
864	4	map/SunderlandPoison/n821(2,3).map	PVP无名	dungeon=6(ownership)
865	4	map/SunderlandPoison/n822(2,3).map	PVP无名	dungeon=6(ownership)
866	4	map/SunderlandPoison/n823(3,3).map	PVP无名	dungeon=6(ownership)
867	4	map/SunderlandPoison/n824(3,3).map	PVP无名	dungeon=6(ownership)
868	4	map/SunderlandPoison/h810(4,1).map	PVP无名	dungeon=6(ownership)
869	4	map/SunderlandPoison/h811(4,1).map	PVP无名	dungeon=6(ownership)
870	4	map/SunderlandPoison/h812(4,0).map	PVP无名	dungeon=6(ownership)
871	4	map/SunderlandPoison/h814(5,1).map	PVP无名	dungeon=6(ownership)
872	4	map/SunderlandPoison/h825(3,2).map	PVP无名	dungeon=6(ownership)
873	4	map/SunderlandPoison/h826(3,2).map	PVP无名	dungeon=6(ownership)
874	4	map/SunderlandPoison/h828(2,2).map	PVP无名	dungeon=6(ownership)
875	4	map/SunderlandPoison/h829(4,2).map	PVP无名	dungeon=6(ownership)
876	4	map/SunderlandPoison/h830(4,2).map	PVP无名	dungeon=6(ownership)
877	4	map/SunderlandPoison/h832(4,3).map	PVP无名	dungeon=6(ownership)
878	4	map/SunderlandPoison/b813(5,1).map	PVP无名	dungeon=6(ownership)
879	4	map/SunderlandPoison/b827(2,2).map	PVP无名	dungeon=6(ownership)
880	4	map/SunderlandPoison/b831(4,3).map	PVP无名	dungeon=6(ownership)
881	4	map/GentDefence/15001_quest_start.map	PVP无名	dungeon=89(ownership)
882	4	map/GentDefence/15002_quest_start2.map	PVP无名	dungeon=89(ownership)
883	4	map/GentSouthGate/15003_quest_start_.map	PVP无名	dungeon=82(ownership)
884	4	map/Supplycut/Map2(1.1)Qapc2.map	PVP无名	dungeon=84(ownership)
885	4	map/Supplycut/Map2(1.1)Qapc2.map	PVP无名	dungeon=84(ownership)
886	4	map/formacartel/886_boss.map	PVP无名	dungeon=72(ownership)
887	4	map/seatrainretaking/(0,0)boss_quest2.map	PVP无名	dungeon=87(ownership)
888	4	map/seatrainretaking/(10,0)start.map	PVP无名	dungeon=87(ownership)
889	4	map/seatrainretaking/(4,0)normal.map	PVP无名	dungeon=87(ownership)
890	4	map/haze/quest(2.4)normal.map	PVP无名	dungeon=92(ownership)
891	4	map/arden/quest(1.0)normal.map	PVP无名	dungeon=93(ownership)
909	4	map/Q_Vilmark/q(0,0)_start.map	PVP无名	dungeon=240 maze=0 (0,0) spec:map; dungeon=240(ownership)
910	4	map/Q_Noirpera/(4,0)_boss2.map	PVP无名	dungeon=239(ownership)
1001	4	map/GrakKarak/s1001.map	PVP无名	dungeon=7(ownership)
1002	4	map/GrakKarak/s1002.map	PVP无名	dungeon=7(ownership)
1003	4	map/GrakKarak/s1003.map	PVP无名	dungeon=7(ownership)
1004	4	map/GrakKarak/1002.map	PVP无名	dungeon=7(ownership)
1005	4	map/GrakKarak/1003.map	PVP无名	dungeon=7(ownership)
1006	4	map/GrakKarak/1004.map	PVP无名	dungeon=7(ownership)
1007	4	map/GrakKarak/1005.map	PVP无名	dungeon=7(ownership)
1008	4	map/GrakKarak/1006.map	PVP无名	dungeon=7(ownership)
1009	4	map/GrakKarak/1009.map	PVP无名	dungeon=7(ownership)
1010	4	map/GrakKarak/1010.map	PVP无名	dungeon=7(ownership)
1011	4	map/GrakKarak/1011.map	PVP无名	dungeon=7(ownership)
1012	4	map/GrakKarak/1012.map	PVP无名	dungeon=7(ownership)
1013	4	map/GrakKarak/1013.map	PVP无名	dungeon=7(ownership)
1014	4	map/GrakKarak/1014.map	PVP无名	dungeon=7(ownership)
1015	4	map/GrakKarak/1016.map	PVP无名	dungeon=7(ownership)
1016	4	map/GrakKarak/1017.map	PVP无名	dungeon=7(ownership)
1017	4	map/GrakKarak/1018.map	PVP无名	dungeon=7(ownership)
1018	4	map/GrakKarak/1019.map	PVP无名	dungeon=7(ownership)
1019	4	map/GrakKarak/1020.map	PVP无名	dungeon=7(ownership)
1020	4	map/GrakKarak/1023.map	PVP无名	dungeon=7(ownership)
1021	4	map/GrakKarak/1024.map	PVP无名	dungeon=7(ownership)
1022	4	map/GrakKarak/1025.map	PVP无名	dungeon=7(ownership)
1023	4	map/GrakKarak/1026.map	PVP无名	dungeon=7(ownership)
1024	4	map/GrakKarak/1027.map	PVP无名	dungeon=7(ownership)
1025	4	map/GrakKarak/1028.map	PVP无名	dungeon=7(ownership)
1026	4	map/GrakKarak/1029.map	PVP无名	dungeon=7(ownership)
1027	4	map/GrakKarak/b1001.map	PVP无名	dungeon=7(ownership)
1028	4	map/GrakKarak/b1002.map	PVP无名	dungeon=7(ownership)
1029	4	map/GrakKarak/b1003.map	PVP无名	dungeon=7(ownership)
1030	4	map/GrakKarak/b1004.map	PVP无名	dungeon=7(ownership)
1031	4	map/GrakKarak/b1005.map	PVP无名	dungeon=7(ownership)
1201	4	map/GrakKarakBurning/s1201.map	PVP无名	dungeon=8(ownership)
1202	4	map/GrakKarakBurning/s1202.map	PVP无名	dungeon=8(ownership)
1203	4	map/GrakKarakBurning/s1203.map	PVP无名	dungeon=8(ownership)
1204	4	map/GrakKarakBurning/s1204.map	PVP无名	dungeon=8(ownership)
1205	4	map/GrakKarakBurning/1202.map	PVP无名	dungeon=8(ownership)
1206	4	map/GrakKarakBurning/1203.map	PVP无名	dungeon=8(ownership)
1207	4	map/GrakKarakBurning/1204.map	PVP无名	dungeon=8(ownership)
1208	4	map/GrakKarakBurning/1205.map	PVP无名	dungeon=8(ownership)
1209	4	map/GrakKarakBurning/1206.map	PVP无名	dungeon=8(ownership)
1210	4	map/GrakKarakBurning/1207.map	PVP无名	dungeon=8(ownership)
1211	4	map/GrakKarakBurning/1209.map	PVP无名	dungeon=8(ownership)
1212	4	map/GrakKarakBurning/1210.map	PVP无名	dungeon=8(ownership)
1213	4	map/GrakKarakBurning/1211.map	PVP无名	dungeon=8(ownership)
1214	4	map/GrakKarakBurning/1212.map	PVP无名	dungeon=8(ownership)
1215	4	map/GrakKarakBurning/1213.map	PVP无名	dungeon=8(ownership)
1216	4	map/GrakKarakBurning/1214.map	PVP无名	dungeon=8(ownership)
1217	4	map/GrakKarakBurning/1215.map	PVP无名	dungeon=8(ownership)
1218	4	map/GrakKarakBurning/1216.map	PVP无名	dungeon=8(ownership)
1219	4	map/GrakKarakBurning/1217.map	PVP无名	dungeon=8(ownership)
1220	4	map/GrakKarakBurning/1218.map	PVP无名	dungeon=8(ownership)
1221	4	map/GrakKarakBurning/1219.map	PVP无名	dungeon=8(ownership)
1222	4	map/GrakKarakBurning/1220.map	PVP无名	dungeon=8(ownership)
1223	4	map/GrakKarakBurning/1222.map	PVP无名	dungeon=8(ownership)
1224	4	map/GrakKarakBurning/1224.map	PVP无名	dungeon=8(ownership)
1225	4	map/GrakKarakBurning/1226.map	PVP无名	dungeon=8(ownership)
1226	4	map/GrakKarakBurning/1227.map	PVP无名	dungeon=8(ownership)
1227	4	map/GrakKarakBurning/1228.map	PVP无名	dungeon=8(ownership)
1228	4	map/GrakKarakBurning/1229.map	PVP无名	dungeon=8(ownership)
1229	4	map/GrakKarakBurning/1230.map	PVP无名	dungeon=8(ownership)
1230	4	map/GrakKarakBurning/1231.map	PVP无名	dungeon=8(ownership)
1231	4	map/GrakKarakBurning/1233.map	PVP无名	dungeon=8(ownership)
1232	4	map/GrakKarakBurning/1234.map	PVP无名	dungeon=8(ownership)
