object_id	ref
54033	Monster/DragonDungeon/DragonStoneStatue/FireBreathe/FireBreathe.obj
54035	Monster/DragonDungeon/DragonStoneStatue/FireBreatheBottom/FireBreatheBottom.obj
54102	Monster/DragonDungeon/DragonSecond/HandGrab/HandGrab.obj
54326	ActionObject/Circus/catch_pierrot_big/ExplosionEffect.obj2
54688	Creature/chn_threekingdom/jb/over_skill_hitexplosion.obj
54756	ActionObject/Map/3kingdom/castle_strap2.obj
54806	ActionObject/Map/3kingdom/castledoor1.obj
54819	MapObject/PathGate/Event/stage2/3kingdoms/RightBoss.obj
54820	MapObject/PathGate/Event/stage2/3kingdoms/LeftBoss.obj
54821	MapObject/PathGate/Event/stage2/3kingdoms/RightWall.obj
54822	MapObject/PathGate/Event/stage2/3kingdoms/RightNormal.obj
54823	MapObject/PathGate/Event/stage2/3kingdoms/LeftWall.obj
54824	MapObject/PathGate/Event/stage2/3kingdoms/LeftNormal.obj
54825	MapObject/PathGate/Event/stage2/3kingdoms/UPWall.obj
54826	MapObject/PathGate/Event/stage2/3kingdoms/UPNormal.obj
54827	MapObject/PathGate/Event/stage2/3kingdoms/DownWall.obj
54828	MapObject/PathGate/Event/stage2/3kingdoms/DownNormal.obj
54940	Event/chn_160630_Dungeon_and_foodfighter/foodNomal06.obj
54951	ActionObject/Monster/zombie_dungeon/blacksmoke.obj
54952	ActionObject/Monster/zombie_dungeon/blacksmoke_1.obj
62036	ActionObject/Monster/Luke_raid/Red_Clown/Pierrot_Tear/Pierrot_Tear.obj
62037	ActionObject/Monster/Luke_raid/Red_Clown/Pierrot_Tear/Pierrot_Tear_00.obj
62038	ActionObject/Monster/Luke_raid/Red_Clown/Pierrot_Tear/Pierrot_Tear_01.obj
62060	ActionObject/Monster/Luke_raid/Red_Clown/Statue/Success_Effect.obj
62061	ActionObject/Monster/Luke_raid/Red_Clown/Statue/Success_Effect2.obj
62062	ActionObject/Monster/Luke_raid/Red_Clown/Statue/Success_Effect3.obj
62063	ActionObject/Monster/Luke_raid/Red_Clown/Statue/Success_Effect4.obj
62064	ActionObject/Monster/Luke_raid/Red_Clown/Statue/Fail_Effect.obj
62170	ActionObject/Map/InfernoMode/badak1/badak1.obj
62171	ActionObject/Map/InfernoMode/badak/badak.obj
62188	ActionObject/Monster/CollosseumofEmpire/Mortuus/Flare/Flare.obj
62189	ActionObject/Monster/CollosseumofEmpire/Mortuus/Poison_Breath/Poison_Breath.obj
62190	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/Fire_Ball.obj
62191	ActionObject/Monster/CollosseumofEmpire/Mortuus/Poison_Flare/Poison_Flare.obj
62192	ActionObject/Monster/CollosseumofEmpire/Mortuus/Flare/Flare_Move.obj
62193	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Cast.obj
62194	ActionObject/Monster/CollosseumofEmpire/Mortuus/Poison_Breath/Poison_Breath.obj
62195	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/earthquake.obj
62196	ActionObject/Monster/CollosseumofEmpire/Mortuus/Move/Move_L.obj
62197	ActionObject/Monster/CollosseumofEmpire/Mortuus/Move/Move_R.obj
62198	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Koong_Move.obj
62199	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Koong_Move_00.obj
62200	ActionObject/Monster/CollosseumofEmpire/Mortuus/Poison_Breath/Breath_Ground.obj
62201	ActionObject/Monster/CollosseumofEmpire/Mortuus/Great_Poison/Great_Poison.obj
62202	ActionObject/Monster/CollosseumofEmpire/Mortuus/Great_Poison/Great_Poison_Sub.obj
62203	ActionObject/Monster/CollosseumofEmpire/Mortuus/Great_Poison/Poison_Twist.obj
62204	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Teleport_Bomb.obj
62205	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/earthquake_jump.obj
62206	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/Power_Ball.obj
62207	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/Power_Up_Ball.obj
62208	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Teleport_Smoke.obj
62209	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/Power_Up_Ball_Start.obj
62210	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Jump_Koong.obj
62211	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/EX_Ball.obj
62212	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/EX_Poison.obj
62213	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Koong_Eff.obj
62214	ActionObject/Monster/CollosseumofEmpire/Mortuus/Spear/Spear.obj
62215	ActionObject/Monster/CollosseumofEmpire/Mortuus/Spear/Spear_C.obj
62216	ActionObject/Monster/CollosseumofEmpire/Mortuus/Flare/Flare_Homing.obj
62217	ActionObject/Monster/CollosseumofEmpire/Mortuus/Power_Ball_Eff/Power_Ball_Eff.obj
62218	ActionObject/Monster/CollosseumofEmpire/Mortuus/Power_Ball/Power_Ball_Ground.obj
62219	ActionObject/Monster/CollosseumofEmpire/Mortuus/Spear/Spear_M.obj
62220	ActionObject/Monster/CollosseumofEmpire/Mortuus/Dust/Dust.obj
62221	ActionObject/Monster/CollosseumofEmpire/Mortuus/Dust/wind.obj
62222	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Ground_Smoke.obj
62223	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Ground_Smoke_Long.obj
62224	ActionObject/Monster/CollosseumofEmpire/Mortuus/Power_Ball_Eff/Power_Up_Eff.obj
62225	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/EX_Ball_Mark.obj
62226	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/Fire_Ball_Ex.obj
62227	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Green_Smoke.obj
62228	ActionObject/Monster/CollosseumofEmpire/Mortuus/Koong/Ex_earthquake.obj
62229	ActionObject/Monster/CollosseumofEmpire/Mortuus/Teleport_Bomb/Poison_Smoke.obj
62230	ActionObject/Monster/CollosseumofEmpire/Mortuus/Fire_Ball/EX_Ball_0.obj
62231	ActionObject/Monster/CollosseumofEmpire/Mortuus/Power_Ball_Eff/Power_Ball_Eff_1.obj
62232	ActionObject/Monster/CollosseumofEmpire/Morphling/Body_Attack/Body_Attack.obj
62233	ActionObject/Monster/CollosseumofEmpire/Morphling/Body_Attack/Body_Sub.obj
62234	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Ground_Attack.obj
62235	ActionObject/Monster/CollosseumofEmpire/Morphling/Bulls_Attack/Bulls_Smoke.obj
62236	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Shock.obj
62237	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Stone.obj
62238	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Dust.obj
62239	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Ice.obj
62240	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Elec_S.obj
62241	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Punch.obj
62242	ActionObject/Monster/CollosseumofEmpire/Morphling/Lightning/Lightning.obj
62243	ActionObject/Monster/CollosseumofEmpire/Morphling/Lightning/Lightning_Dummy.obj
62244	ActionObject/Monster/CollosseumofEmpire/Morphling/Lightning/LightningBolt.obj
62245	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Hand_Dodge.obj
62246	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye.obj
62247	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_1.obj
62248	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Fire_Circle.obj
62249	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Fire_Body.obj
62250	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Elec_Hit.obj
62251	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Ice_Dodge.obj
62252	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Mini_Ground_Attack.obj
62253	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_Dark.obj
62254	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_2.obj
62255	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_3.obj
62256	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Mini_Ground_Ball.obj
62257	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Ball_Attack_Wave.obj
62258	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Ball_Attack_Eff.obj
62259	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Punch_Eff.obj
62260	ActionObject/Monster/CollosseumofEmpire/Morphling/Bulls_Attack/Bulls_Smoke_Power.obj
62261	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_Cast.obj
62262	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_Bomb.obj
62263	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_Up.obj
62264	ActionObject/Monster/CollosseumofEmpire/Morphling/Light_Eye/Light_Eye_Down.obj
62265	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Stone_1.obj
62266	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Dust_To_Dust.obj
62267	ActionObject/Monster/CollosseumofEmpire/Morphling/Body_Attack/Mini_Body_Attack.obj
62268	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Ground_Attack_Big.obj
62269	ActionObject/Monster/CollosseumofEmpire/Morphling/Ground_Attack/Ground_Attack_Big_R.obj
62270	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Ground_Bomb.obj
62271	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Mini_Bomb_Eff.obj
62272	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Fire_Eff.obj
62273	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Dust_To_Dust_1.obj
62274	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Before_Eff.obj
62275	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Before_Eff_S.obj
62276	ActionObject/Monster/CollosseumofEmpire/Morphling/Bomb/Super_Armor_Eff.obj
62277	ActionObject/Monster/CollosseumofEmpire/Morphling/Poison_Hand/Poison_Hand_Change.obj
63407	ActionObject/Monster/Luke_raid/Luke/dark_ball/dark_ball.obj
63410	ActionObject/Monster/Luke_raid/Nigthmare_nerbe/blast_eff_0/blast_eff.obj
63412	ActionObject/Monster/Luke_raid/Luke/Floor_buster/chain_attack.obj
64020	ActionObject/Map/Luke_raid/Phase1/Sanctum_of_Birth/luke_etc_deco_04.obj
64021	ActionObject/Map/Luke_raid/Phase1/Sanctum_of_Birth/luke_etc_deco_05.obj
64022	ActionObject/Map/Luke_raid/Phase1/Sanctum_of_Birth/luke_etc_deco_06.obj
64023	ActionObject/Map/Luke_raid/Phase1/Sanctum_of_Birth/luke_etc_deco_07.obj
64044	ActionObject/Monster/Luke_raid/Iron_Beast/Fire_Egg_B.obj
64324	MapObject/PathGate/Warriors/Bossgate_Down.obj
64325	MapObject/PathGate/Warriors/Bossgate_Left.obj
64326	MapObject/PathGate/Warriors/Bossgate_Right.obj
64327	MapObject/PathGate/Warriors/Bossgate_Up.obj
64328	MapObject/PathGate/Warriors/gate_Down.obj
64329	MapObject/PathGate/Warriors/gate_Left.obj
64330	MapObject/PathGate/Warriors/gate_Right.obj
64331	MapObject/PathGate/Warriors/gate_Up.obj
67019	ActionObject/Map/MetroCenter/Canyon_of_Beast/des_building1.obj.obj
67228	Monster/daily/banana/banana.obj
67229	Monster/daily/lite/lite.obj
67238	MapObject/PathGate/daily/URightNormal.obj
67279	ActionObject/Monster/CollosseumofEmpire/badak/badak.obj
67280	ActionObject/Monster/CollosseumofEmpire/badak/badak1.obj
67281	ActionObject/Monster/CollosseumofEmpire/badak/badak2.obj
67282	ActionObject/Monster/CollosseumofEmpire/badak/boom1.obj
67283	ActionObject/Monster/CollosseumofEmpire/badak/bullet/bullet.obj
67284	ActionObject/Monster/CollosseumofEmpire/badak/boom2.obj
67285	ActionObject/Monster/CollosseumofEmpire/badak/boom3.obj
67286	ActionObject/Monster/CollosseumofEmpire/badak/con1.obj
67287	ActionObject/Monster/CollosseumofEmpire/badak/boom/boom.obj
67288	ActionObject/Monster/CollosseumofEmpire/Spider/Spider_move.obj
67289	ActionObject/Monster/CollosseumofEmpire/Spider/Spider_move1.obj
67290	ActionObject/Monster/CollosseumofEmpire/Spider/Spider_move2.obj
67291	ActionObject/Monster/CollosseumofEmpire/Spider/bullet/bullet.obj
67292	ActionObject/Monster/CollosseumofEmpire/Spider/boom/boom.obj
69255	ActionObject/Monster/Cataclysm/GentStruggle/CartelMainForce/DoctorGiselle/zx/zx.obj
70468	ActionObject/Monster/Special/StationEscape/Smog_1.obj
70704	Event/2014money/Stone01.obj
70705	Event/2014money/Stone02.obj
70706	Event/2014money/Stone03.obj
70707	Event/2014money/Stone04.obj
70757	Event/2016_8bit/DragonStoneStatue/CreateStone/CreateStone.obj
70758	Event/2016_8bit/DragonStoneStatue/FireExplosion/FireExplosion4rdEx.obj
70759	Event/2016_8bit/DragonStoneStatue/StoneCuter/StoneCuter_Dummy.obj
72020	ActionObject/Monster/CollosseumofEmpire/Ripper/Shotgun/Shotgun1.obj
72021	ActionObject/Monster/CollosseumofEmpire/Ripper/Shotgun/Shotgun2.obj
72022	ActionObject/Monster/CollosseumofEmpire/Ripper/Shotgun/Shotgun3.obj
72023	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_0/Clock_1.obj
72024	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_0/Clock_2.obj
72025	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_0/S_Clock.obj
72026	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_0/Clock_B.obj
72027	ActionObject/Monster/CollosseumofEmpire/Ripper/Shadow/Shadow.obj
72028	ActionObject/Monster/CollosseumofEmpire/Ripper/Attack_B/Step_1.obj
72029	ActionObject/Monster/CollosseumofEmpire/Ripper/Shadow/Shadow_Cut.obj
72030	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_1/Clock_Cut_0.obj
72031	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_1/Clock_Cut_1.obj
72032	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_1/Clock_Cut_2.obj
72033	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_1/Clock_Cut_3.obj
72034	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_1/Clock_Cut_4.obj
72035	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_0.obj
72036	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_1.obj
72037	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_2.obj
72038	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_3.obj
72039	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_4.obj
72040	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_5.obj
72041	ActionObject/Monster/CollosseumofEmpire/Ripper/Clock_2/Clock_Stop_6.obj
72042	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_0/Timeshot_0_0.obj
72043	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_0/Timeshot_0_1.obj
72044	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_0/Timeshot_0_2.obj
72045	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_0/Timeshot_0_3.obj
72046	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_0.obj
72047	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_1.obj
72048	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_2.obj
72049	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_3.obj
72050	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_4.obj
72051	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_5.obj
72052	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_6.obj
72053	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_7.obj
72054	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeshot_1/Timeshot_1_8.obj
72055	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_0.obj
72056	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_1.obj
72057	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_2.obj
72058	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_3.obj
72059	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_4.obj
72060	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_5.obj
72061	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_6.obj
72062	ActionObject/Monster/CollosseumofEmpire/Ripper/Timeslash/Timeslash_0_7.obj
72063	ActionObject/Monster/CollosseumofEmpire/Ripper/Attack_B/Cut_0.obj
72064	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_0.obj
72065	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_1.obj
72066	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_2.obj
72067	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_3.obj
72068	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_4.obj
72070	ActionObject/Monster/CollosseumofEmpire/Nodrog/N_Hold1/N_Hold1_1.obj
72071	ActionObject/Monster/CollosseumofEmpire/Nodrog/N_Hold2/N_Hold2_1.obj
72072	ActionObject/Monster/CollosseumofEmpire/Nodrog/N_Hold2/N_Hold2_2.obj
72073	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_0.obj
72074	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_1.obj
72075	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_2.obj
72076	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_3.obj
72077	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_4.obj
72078	ActionObject/Monster/CollosseumofEmpire/Nodrog/Mount/Mount_0.obj
72079	ActionObject/Monster/CollosseumofEmpire/Nodrog/Mount/Mount_1.obj
72080	ActionObject/Monster/CollosseumofEmpire/Nodrog/Mount/Mount_2.obj
72081	ActionObject/Monster/CollosseumofEmpire/Nodrog/Mount/Mount_3.obj
72082	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_1_1.obj
72083	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_1_2.obj
72084	ActionObject/Monster/CollosseumofEmpire/Nodrog/Blockburst/Blockburst_3_1.obj
72085	ActionObject/Monster/CollosseumofEmpire/Nodrog/Dust/Dust_0.obj
72086	ActionObject/Monster/CollosseumofEmpire/Nodrog/Dust/Dust_1.obj
72087	ActionObject/Monster/CollosseumofEmpire/Nodrog/Combination/Combination_0.obj
72088	ActionObject/Monster/CollosseumofEmpire/Nodrog/Combination/Combination_1.obj
72089	ActionObject/Monster/CollosseumofEmpire/Nodrog/Combination/Combination_2.obj
72090	ActionObject/Monster/CollosseumofEmpire/Nodrog/Combination/Combination_3.obj
72091	ActionObject/Monster/CollosseumofEmpire/Nodrog/Tackle/Tackle_0.obj
72092	ActionObject/Monster/CollosseumofEmpire/Nodrog/Tackle/Tackle_1.obj
72093	ActionObject/Monster/CollosseumofEmpire/Nodrog/Lowpunch/Lowpunch_0.obj
72094	ActionObject/Monster/CollosseumofEmpire/Nodrog/Lowpunch/Lowpunch_1.obj
72095	ActionObject/Monster/CollosseumofEmpire/Nodrog/Lowpunch/Lowpunch_2.obj
72096	ActionObject/Monster/CollosseumofEmpire/Nodrog/Lowpunch/Lowpunch_3.obj
72097	ActionObject/Monster/CollosseumofEmpire/Nodrog/Roar/Roar_0.obj
72098	ActionObject/Monster/CollosseumofEmpire/Nodrog/Roar/Roar_1.obj
72099	ActionObject/Monster/CollosseumofEmpire/Nodrog/Roar/Roar_2.obj
72227	ActionObject/Map/MetroCenter/TimePlaza/building_broken_b.obj
72228	ActionObject/Map/MetroCenter/TimePlaza/building_broken_c.obj
72229	ActionObject/Map/MetroCenter/TimePlaza/building_broken_d.obj
72230	ActionObject/Map/MetroCenter/TimePlaza/building_broken_e.obj
72365	ActionObject/Monster/CollosseumofEmpire/Nodrog/Roar/Roar_3.obj
72366	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_5_0.obj
72367	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_5_1.obj
72368	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_5_2.obj
72369	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_6_0.obj
72370	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_6_1.obj
72371	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_6_2.obj
72372	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_7_0.obj
72373	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_7_1.obj
72374	ActionObject/Monster/CollosseumofEmpire/Ripper/Pierce/Pierce_7_2.obj
74145	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_0.obj
74146	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_1.obj
74147	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_2.obj
74148	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_3.obj
74149	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_4.obj
74150	ActionObject/Map/MetroCenter/Gust_Zone/Sign/Sign_5.obj
74154	ActionObject/Map/MetroCenter/Gust_Zone/Sand_particle/Sand_particle.obj
74155	ActionObject/Map/MetroCenter/Gust_Zone/Sand_particle/Sand_particle2.obj
74156	ActionObject/Map/MetroCenter/Gust_Zone/Sand_particle/Gust_Scroll.obj
74230	ActionObject/Monster/Riding/Riding_egene.obj
74500	ActionObject/Map/Agitwar/Season/SRock_ptc/Rock_ptc.obj
76258	ActionObject/Monster/Luke_raid/Buffon/Welder_Spark.obj
76301	ActionObject/Monster/Luke_raid/Beara/HommingBloodTail.obj
80000	ActionObject/Map/Aos/LeftTower.obj
80001	ActionObject/Map/Aos/RightTower.obj
80002	ActionObject/Map/Aos/thunder.obj
80003	ActionObject/Map/Aos/thunder_control.obj
80004	ActionObject/Map/Aos/thunder_control1.obj
80038	ActionObject/Common/DarkelfTemple_Gate.obj
83085	ActionObject/Map/MissionQuest/OutDoor/OutDoor.obj
86028	ActionObject/Monster/Devildom_Beast/angry_burst/angry_burst.obj
120565	ThrowItem/SleepStone.obj
200026	ActionObject/C_Event/chn_knight/angelStatue_Pos_l.obj
200027	ActionObject/C_Event/chn_knight/angelStatue_Pos_r.obj
200133	ActionObject/Monster/Knights_Of_The_Roundtable/test_cinema.obj
200307	ActionObject/C_Event/proga/casus/earthquake/spark.obj
400086	Event/dfo/2017/WesternDungeon/Rock.obj
2090001	Event/chn_detective/BossWrapObject/DetectBoss_1/DetectBoss_1.obj
2090002	Event/chn_detective/BossWrapObject/DetectBoss_2/DetectBoss_2.obj
2090003	Event/chn_detective/BossWrapObject/DetectBoss_3/DetectBoss_3.obj
2090010	Event/chn_detective/people/people_07.obj
2090011	Event/chn_detective/people/people_08.obj
2090105	Event/chn_detective/object/statue02.obj
2090148	Event/chn_detective/object/house_lightining1_dark.obj
2090149	Event/chn_detective/object/house_lightining2_dark.obj
2090150	Event/chn_detective/object/house_lightining3_dark.obj
2090151	Event/chn_detective/object/clock_lightining1_dark.obj
2092171	GContents/180201_WildForest/Monster/Boss_Fusion/Attack_Black_Hole_Object/Attack_Black_Hole_Object.obj
2092172	GContents/180201_WildForest/Monster/Boss_Fusion/Attack_Ultimate_Health_Gauge/Attack_Ultimate_Health_Gauge.obj
2092412	Event/chn_battleship/cannon/LeftCannon.obj
2092413	Event/chn_battleship/cannon/RightCannon.obj
2093207	GContents/180619_Fiendwar/Monster/Named_orccaptain/Boss_orccaptain_special_after/special_after.obj
2093551	GContents/180619_Fiendwar/Monster/Boss_Weiss/Gravity_Particle/ComeinParticle.obj
